STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065459,"KOFORIDUA, GH",2020/5/14,,84,94,77
GHM00065459,"KOFORIDUA, GH",2020/5/15,,85,96,76
GHM00065459,"KOFORIDUA, GH",2020/5/16,,84,,75
GHM00065459,"KOFORIDUA, GH",2020/5/17,,82,,74
GHM00065459,"KOFORIDUA, GH",2020/5/18,0.12,83,,76
GHM00065459,"KOFORIDUA, GH",2020/5/19,0,83,94,76
GHM00065459,"KOFORIDUA, GH",2020/5/20,0.43,83,,73
GHM00065459,"KOFORIDUA, GH",2020/5/21,0,90,,
GHM00065459,"KOFORIDUA, GH",2020/5/23,1.73,80,91,71
GHM00065459,"KOFORIDUA, GH",2020/5/24,0.03,84,94,75
GHM00065459,"KOFORIDUA, GH",2020/5/25,0.04,77,,
GHM00065459,"KOFORIDUA, GH",2020/5/29,,82,89,
GHM00065459,"KOFORIDUA, GH",2020/5/30,,77,,74
GHM00065459,"KOFORIDUA, GH",2020/5/31,,81,91,
GHM00065459,"KOFORIDUA, GH",2020/6/1,,81,,76
GHM00065459,"KOFORIDUA, GH",2020/6/2,1.14,78,84,72
GHM00065459,"KOFORIDUA, GH",2020/6/3,0,81,,71
GHM00065459,"KOFORIDUA, GH",2020/6/4,,80,92,75
GHM00065459,"KOFORIDUA, GH",2020/6/5,,85,89,
GHM00065459,"KOFORIDUA, GH",2020/6/6,,78,91,74
GHM00065459,"KOFORIDUA, GH",2020/6/7,,79,,75
GHM00065459,"KOFORIDUA, GH",2020/6/8,,82,92,75
GHM00065459,"KOFORIDUA, GH",2020/6/9,,81,86,77
GHM00065459,"KOFORIDUA, GH",2020/6/10,,78,,70
GHM00065459,"KOFORIDUA, GH",2020/6/11,0.31,80,87,72
GHM00065459,"KOFORIDUA, GH",2020/6/12,0,79,,74
GHM00065459,"KOFORIDUA, GH",2020/6/13,0.2,81,88,75
GHM00065459,"KOFORIDUA, GH",2020/6/14,0,79,89,74
GHM00065459,"KOFORIDUA, GH",2020/6/15,,83,89,
GHM00065459,"KOFORIDUA, GH",2020/6/16,,83,91,
GHM00065459,"KOFORIDUA, GH",2020/6/18,0.04,80,85,75
GHM00065459,"KOFORIDUA, GH",2020/6/20,0,83,90,76
GHM00065459,"KOFORIDUA, GH",2020/6/21,0.39,77,86,71
GHM00065459,"KOFORIDUA, GH",2020/6/23,,81,87,74
GHM00065459,"KOFORIDUA, GH",2020/6/24,0,81,90,74
GHM00065459,"KOFORIDUA, GH",2020/6/25,,82,89,
GHM00065459,"KOFORIDUA, GH",2020/6/26,,80,84,76
GHM00065459,"KOFORIDUA, GH",2020/6/27,1.34,77,,71
GHM00065459,"KOFORIDUA, GH",2020/6/28,0.08,79,,74
GHM00065459,"KOFORIDUA, GH",2020/6/29,0.24,76,80,74
GHM00065459,"KOFORIDUA, GH",2020/6/30,0.39,78,83,73
GHM00065459,"KOFORIDUA, GH",2020/7/1,0.04,78,81,74
GHM00065459,"KOFORIDUA, GH",2020/7/2,0,79,,75
GHM00065459,"KOFORIDUA, GH",2020/7/3,0,80,87,74
GHM00065459,"KOFORIDUA, GH",2020/7/4,,77,,
GHM00065459,"KOFORIDUA, GH",2020/7/5,,80,87,73
GHM00065459,"KOFORIDUA, GH",2020/7/6,,80,88,73
GHM00065459,"KOFORIDUA, GH",2020/7/7,,79,,74
GHM00065459,"KOFORIDUA, GH",2020/7/8,0.01,78,83,74
GHM00065459,"KOFORIDUA, GH",2020/7/9,0,78,83,74
GHM00065459,"KOFORIDUA, GH",2020/7/10,0.01,78,85,74
GHM00065459,"KOFORIDUA, GH",2020/7/11,0,78,83,74
GHM00065459,"KOFORIDUA, GH",2020/7/12,0,76,,73
GHM00065459,"KOFORIDUA, GH",2020/7/13,0.01,78,86,73
GHM00065459,"KOFORIDUA, GH",2020/7/14,0,78,83,74
GHM00065459,"KOFORIDUA, GH",2020/7/15,0,76,87,71
GHM00065459,"KOFORIDUA, GH",2020/7/16,,78,86,71
GHM00065459,"KOFORIDUA, GH",2020/7/18,,79,85,73
GHM00065459,"KOFORIDUA, GH",2020/7/19,,79,86,74
GHM00065459,"KOFORIDUA, GH",2020/7/20,,81,86,
GHM00065459,"KOFORIDUA, GH",2020/7/21,0.01,77,86,
GHM00065459,"KOFORIDUA, GH",2020/7/22,0.59,77,,72
GHM00065459,"KOFORIDUA, GH",2020/7/23,0.01,80,89,73
GHM00065459,"KOFORIDUA, GH",2020/7/24,0,80,87,74
GHM00065459,"KOFORIDUA, GH",2020/7/25,,79,88,74
GHM00065459,"KOFORIDUA, GH",2020/7/26,,76,83,72
GHM00065459,"KOFORIDUA, GH",2020/7/27,,78,86,73
GHM00065459,"KOFORIDUA, GH",2020/7/28,0,78,88,72
GHM00065459,"KOFORIDUA, GH",2020/7/29,,79,87,73
GHM00065459,"KOFORIDUA, GH",2020/7/30,,79,86,72
GHM00065459,"KOFORIDUA, GH",2020/8/2,0.01,79,90,72
GHM00065459,"KOFORIDUA, GH",2020/8/3,0,80,87,
GHM00065459,"KOFORIDUA, GH",2020/8/4,,79,94,67
GHM00065459,"KOFORIDUA, GH",2020/8/5,,75,87,69
GHM00065459,"KOFORIDUA, GH",2020/8/6,,74,,67
GHM00065459,"KOFORIDUA, GH",2020/8/7,,77,87,70
GHM00065459,"KOFORIDUA, GH",2020/8/8,,76,82,71
GHM00065459,"KOFORIDUA, GH",2020/8/9,,79,90,
GHM00065459,"KOFORIDUA, GH",2020/8/10,,76,87,66
GHM00065459,"KOFORIDUA, GH",2020/8/11,,77,84,72
GHM00065459,"KOFORIDUA, GH",2020/8/12,,77,86,71
GHM00065459,"KOFORIDUA, GH",2020/8/13,,80,91,69
GHM00065459,"KOFORIDUA, GH",2020/8/14,,75,,69
GHM00065459,"KOFORIDUA, GH",2020/8/15,0.01,78,84,73
GHM00065459,"KOFORIDUA, GH",2020/8/16,0,79,,
GHM00065459,"KOFORIDUA, GH",2020/8/17,,80,87,73
GHM00065459,"KOFORIDUA, GH",2020/8/18,,82,90,
GHM00065459,"KOFORIDUA, GH",2020/8/19,,81,90,73
GHM00065459,"KOFORIDUA, GH",2020/8/20,,82,87,
GHM00065459,"KOFORIDUA, GH",2020/8/22,,80,88,74
GHM00065459,"KOFORIDUA, GH",2020/8/23,,79,,74
GHM00065459,"KOFORIDUA, GH",2020/8/24,,78,90,72
GHM00065459,"KOFORIDUA, GH",2020/8/25,,79,90,72
GHM00065459,"KOFORIDUA, GH",2020/8/26,,80,92,72
GHM00065459,"KOFORIDUA, GH",2020/8/27,,80,,74
GHM00065459,"KOFORIDUA, GH",2020/8/28,0.04,80,86,73
GHM00065459,"KOFORIDUA, GH",2020/8/29,0,77,85,73
GHM00065459,"KOFORIDUA, GH",2020/8/30,,78,89,
GHM00065459,"KOFORIDUA, GH",2020/8/31,,77,,72
GHM00065459,"KOFORIDUA, GH",2020/9/1,0,78,87,73
GHM00065459,"KOFORIDUA, GH",2020/9/2,0,80,89,74
GHM00065459,"KOFORIDUA, GH",2020/9/4,,80,92,74
GHM00065459,"KOFORIDUA, GH",2020/9/7,,81,89,74
GHM00065459,"KOFORIDUA, GH",2020/9/8,,80,90,73
GHM00065459,"KOFORIDUA, GH",2020/9/9,0,78,87,74
GHM00065459,"KOFORIDUA, GH",2020/9/10,,80,87,74
GHM00065459,"KOFORIDUA, GH",2020/9/11,,79,90,73
GHM00065459,"KOFORIDUA, GH",2020/9/12,0.01,81,92,74
GHM00065459,"KOFORIDUA, GH",2020/9/13,0.79,76,,71
GHM00065459,"KOFORIDUA, GH",2020/9/14,0.35,80,87,71
GHM00065459,"KOFORIDUA, GH",2020/9/16,0.2,78,86,73
GHM00065459,"KOFORIDUA, GH",2020/9/17,0.12,78,85,73
GHM00065459,"KOFORIDUA, GH",2020/9/18,0,78,87,73
GHM00065459,"KOFORIDUA, GH",2020/9/19,0.04,79,90,
GHM00065459,"KOFORIDUA, GH",2020/9/20,0,77,83,72
GHM00065459,"KOFORIDUA, GH",2020/9/22,0,81,,73
GHM00065459,"KOFORIDUA, GH",2020/9/23,,79,87,74
GHM00065459,"KOFORIDUA, GH",2020/9/24,,77,87,
GHM00065459,"KOFORIDUA, GH",2020/9/25,,78,88,70
GHM00065459,"KOFORIDUA, GH",2020/9/26,,80,88,74
GHM00065459,"KOFORIDUA, GH",2020/9/27,0.12,78,87,72
GHM00065459,"KOFORIDUA, GH",2020/9/28,0.87,79,89,73
GHM00065459,"KOFORIDUA, GH",2020/9/29,0,81,91,
GHM00065459,"KOFORIDUA, GH",2020/9/30,,76,84,
GHM00065459,"KOFORIDUA, GH",2020/10/1,,79,85,73
GHM00065459,"KOFORIDUA, GH",2020/10/2,,81,88,74
GHM00065459,"KOFORIDUA, GH",2020/10/3,,82,90,
GHM00065459,"KOFORIDUA, GH",2020/10/4,,81,88,74
GHM00065459,"KOFORIDUA, GH",2020/10/5,,84,,74
GHM00065459,"KOFORIDUA, GH",2020/10/6,0.51,78,91,72
GHM00065459,"KOFORIDUA, GH",2020/10/7,0,80,84,
GHM00065459,"KOFORIDUA, GH",2020/10/8,0.12,80,,73
GHM00065459,"KOFORIDUA, GH",2020/10/9,0.04,78,88,74
GHM00065459,"KOFORIDUA, GH",2020/10/10,0.59,78,83,71
GHM00065459,"KOFORIDUA, GH",2020/10/11,0.04,80,88,74
GHM00065459,"KOFORIDUA, GH",2020/10/12,0.12,78,90,71
GHM00065459,"KOFORIDUA, GH",2020/10/13,0.67,79,,69
GHM00065459,"KOFORIDUA, GH",2020/10/14,0,79,,74
GHM00065459,"KOFORIDUA, GH",2020/10/15,,81,89,
GHM00065459,"KOFORIDUA, GH",2020/10/16,,81,,74
GHM00065459,"KOFORIDUA, GH",2020/10/17,,78,87,72
GHM00065459,"KOFORIDUA, GH",2020/10/18,0.39,81,,74
GHM00065459,"KOFORIDUA, GH",2020/10/19,0,81,90,74
GHM00065459,"KOFORIDUA, GH",2020/10/20,0.03,81,,
GHM00065459,"KOFORIDUA, GH",2020/10/21,0.28,81,92,71
GHM00065459,"KOFORIDUA, GH",2020/10/22,0,82,91,76
GHM00065459,"KOFORIDUA, GH",2020/10/23,0,82,92,74
GHM00065459,"KOFORIDUA, GH",2020/10/24,,81,93,75
GHM00065459,"KOFORIDUA, GH",2020/10/25,,78,83,
GHM00065459,"KOFORIDUA, GH",2020/10/26,,78,86,72
GHM00065459,"KOFORIDUA, GH",2020/10/27,0.16,79,,72
GHM00065459,"KOFORIDUA, GH",2020/10/28,0,79,,75
GHM00065459,"KOFORIDUA, GH",2020/10/29,0.12,78,90,72
GHM00065459,"KOFORIDUA, GH",2020/10/30,0.02,81,90,
GHM00065459,"KOFORIDUA, GH",2020/10/31,0,82,93,76
GHM00065459,"KOFORIDUA, GH",2020/11/1,,84,,75
GHM00065459,"KOFORIDUA, GH",2020/11/2,,80,,
GHM00065459,"KOFORIDUA, GH",2020/11/3,,86,93,
GHM00065459,"KOFORIDUA, GH",2020/11/4,,83,93,
GHM00065459,"KOFORIDUA, GH",2020/11/5,,81,,76
GHM00065459,"KOFORIDUA, GH",2020/11/6,,83,90,78
GHM00065459,"KOFORIDUA, GH",2020/11/7,,81,92,
GHM00065459,"KOFORIDUA, GH",2020/11/8,0.24,81,94,73
GHM00065459,"KOFORIDUA, GH",2020/11/9,0,79,89,74
GHM00065459,"KOFORIDUA, GH",2020/11/10,,81,92,74
GHM00065459,"KOFORIDUA, GH",2020/11/11,0,80,91,74
GHM00065459,"KOFORIDUA, GH",2020/11/12,0,80,93,73
GHM00065459,"KOFORIDUA, GH",2020/11/13,,89,95,
GHM00065459,"KOFORIDUA, GH",2020/11/14,,83,93,75
GHM00065459,"KOFORIDUA, GH",2020/11/15,,84,93,75
GHM00065459,"KOFORIDUA, GH",2020/11/16,,83,,74
GHM00065459,"KOFORIDUA, GH",2020/11/17,0.71,78,92,72
GHM00065459,"KOFORIDUA, GH",2020/11/18,0,82,90,74
GHM00065459,"KOFORIDUA, GH",2020/11/19,,82,92,73
GHM00065459,"KOFORIDUA, GH",2020/11/20,,79,88,73
GHM00065459,"KOFORIDUA, GH",2020/11/21,,80,91,72
GHM00065459,"KOFORIDUA, GH",2020/11/22,,80,90,76
GHM00065459,"KOFORIDUA, GH",2020/11/23,,79,91,70
GHM00065459,"KOFORIDUA, GH",2020/11/24,,83,92,76
GHM00065459,"KOFORIDUA, GH",2020/11/25,,81,92,76
GHM00065459,"KOFORIDUA, GH",2020/11/26,,78,90,73
GHM00065459,"KOFORIDUA, GH",2020/11/27,,79,90,72
GHM00065459,"KOFORIDUA, GH",2020/11/28,0,81,91,72
GHM00065459,"KOFORIDUA, GH",2020/11/29,0.02,81,93,72
GHM00065459,"KOFORIDUA, GH",2020/11/30,0.01,80,93,73
GHM00065459,"KOFORIDUA, GH",2020/12/1,0,83,92,75
GHM00065459,"KOFORIDUA, GH",2020/12/2,,83,92,73
GHM00065459,"KOFORIDUA, GH",2020/12/3,,83,93,72
GHM00065459,"KOFORIDUA, GH",2020/12/4,,83,94,74
GHM00065459,"KOFORIDUA, GH",2020/12/5,,84,,75
GHM00065459,"KOFORIDUA, GH",2020/12/6,,82,94,75
GHM00065459,"KOFORIDUA, GH",2020/12/7,,81,92,
GHM00065459,"KOFORIDUA, GH",2020/12/8,,80,90,71
GHM00065459,"KOFORIDUA, GH",2020/12/9,,81,,73
GHM00065459,"KOFORIDUA, GH",2020/12/10,0,78,91,
GHM00065459,"KOFORIDUA, GH",2020/12/11,,80,91,72
GHM00065459,"KOFORIDUA, GH",2020/12/12,0.08,79,92,72
GHM00065459,"KOFORIDUA, GH",2020/12/13,0,80,92,75
GHM00065459,"KOFORIDUA, GH",2020/12/14,0.08,80,93,73
GHM00065459,"KOFORIDUA, GH",2020/12/15,0,81,,73
GHM00065459,"KOFORIDUA, GH",2020/12/16,,78,90,72
GHM00065459,"KOFORIDUA, GH",2020/12/17,,81,91,73
GHM00065459,"KOFORIDUA, GH",2020/12/18,,81,,74
GHM00065459,"KOFORIDUA, GH",2020/12/19,,83,93,
GHM00065459,"KOFORIDUA, GH",2020/12/20,,81,92,
GHM00065459,"KOFORIDUA, GH",2020/12/21,0.31,79,91,72
GHM00065459,"KOFORIDUA, GH",2020/12/22,,78,91,72
GHM00065459,"KOFORIDUA, GH",2020/12/23,,80,91,73
GHM00065459,"KOFORIDUA, GH",2020/12/24,,79,90,72
GHM00065459,"KOFORIDUA, GH",2020/12/25,,81,91,73
GHM00065459,"KOFORIDUA, GH",2020/12/26,,81,93,75
GHM00065459,"KOFORIDUA, GH",2020/12/27,,82,91,
GHM00065459,"KOFORIDUA, GH",2020/12/28,,81,91,72
GHM00065459,"KOFORIDUA, GH",2020/12/29,,82,91,74
GHM00065459,"KOFORIDUA, GH",2020/12/30,,83,92,76
GHM00065459,"KOFORIDUA, GH",2020/12/31,,83,92,72
GHM00065459,"KOFORIDUA, GH",2021/1/1,,83,92,72
GHM00065459,"KOFORIDUA, GH",2021/1/2,,83,92,76
GHM00065459,"KOFORIDUA, GH",2021/1/3,,83,93,76
GHM00065459,"KOFORIDUA, GH",2021/1/4,,83,93,75
GHM00065459,"KOFORIDUA, GH",2021/1/5,,82,92,75
GHM00065459,"KOFORIDUA, GH",2021/1/6,0.2,74,91,72
GHM00065459,"KOFORIDUA, GH",2021/1/7,0.24,81,90,72
GHM00065459,"KOFORIDUA, GH",2021/1/8,0,83,92,72
GHM00065459,"KOFORIDUA, GH",2021/1/9,,83,93,73
GHM00065459,"KOFORIDUA, GH",2021/1/10,,81,93,72
GHM00065459,"KOFORIDUA, GH",2021/1/11,0,79,95,74
GHM00065459,"KOFORIDUA, GH",2021/1/12,,82,94,72
GHM00065459,"KOFORIDUA, GH",2021/1/13,,81,94,71
GHM00065459,"KOFORIDUA, GH",2021/1/14,,81,94,71
GHM00065459,"KOFORIDUA, GH",2021/1/15,,83,94,73
GHM00065459,"KOFORIDUA, GH",2021/1/16,,78,92,72
GHM00065459,"KOFORIDUA, GH",2021/1/17,0,80,92,72
GHM00065459,"KOFORIDUA, GH",2021/1/18,,80,91,72
GHM00065459,"KOFORIDUA, GH",2021/1/19,,81,92,71
GHM00065459,"KOFORIDUA, GH",2021/1/20,,83,93,76
GHM00065459,"KOFORIDUA, GH",2021/1/21,,82,,74
GHM00065459,"KOFORIDUA, GH",2021/1/22,,83,92,72
GHM00065459,"KOFORIDUA, GH",2021/1/23,,83,92,74
GHM00065459,"KOFORIDUA, GH",2021/1/24,,80,,71
GHM00065459,"KOFORIDUA, GH",2021/1/25,,81,93,70
GHM00065459,"KOFORIDUA, GH",2021/1/27,,86,93,
GHM00065459,"KOFORIDUA, GH",2021/1/28,,83,94,76
GHM00065459,"KOFORIDUA, GH",2021/1/29,,80,94,
GHM00065459,"KOFORIDUA, GH",2021/1/30,,80,90,70
GHM00065459,"KOFORIDUA, GH",2021/1/31,,83,93,76
GHM00065459,"KOFORIDUA, GH",2021/2/1,,85,94,75
GHM00065459,"KOFORIDUA, GH",2021/2/2,,85,94,76
GHM00065459,"KOFORIDUA, GH",2021/2/3,,85,94,76
GHM00065459,"KOFORIDUA, GH",2021/2/4,,84,95,76
GHM00065459,"KOFORIDUA, GH",2021/2/5,,79,,74
GHM00065459,"KOFORIDUA, GH",2021/2/6,,84,97,75
GHM00065459,"KOFORIDUA, GH",2021/2/7,,84,96,76
GHM00065459,"KOFORIDUA, GH",2021/2/8,,82,96,
GHM00065459,"KOFORIDUA, GH",2021/2/9,,83,95,73
GHM00065459,"KOFORIDUA, GH",2021/2/13,,85,94,
GHM00065459,"KOFORIDUA, GH",2021/2/14,,83,94,
GHM00065459,"KOFORIDUA, GH",2021/2/15,,83,95,75
GHM00065459,"KOFORIDUA, GH",2021/2/16,0,81,,
GHM00065459,"KOFORIDUA, GH",2021/2/17,4.02,77,90,
GHM00065459,"KOFORIDUA, GH",2021/2/25,0,79,94,72
GHM00065459,"KOFORIDUA, GH",2021/2/26,,84,95,
GHM00065459,"KOFORIDUA, GH",2021/2/27,,83,94,74
GHM00065459,"KOFORIDUA, GH",2021/2/28,,83,95,75
GHM00065459,"KOFORIDUA, GH",2021/3/1,,82,,75
GHM00065459,"KOFORIDUA, GH",2021/3/2,,86,97,78
GHM00065459,"KOFORIDUA, GH",2021/3/3,,85,96,78
GHM00065459,"KOFORIDUA, GH",2021/3/4,,82,96,
GHM00065459,"KOFORIDUA, GH",2021/3/5,,83,,72
GHM00065459,"KOFORIDUA, GH",2021/3/6,0.16,83,92,76
GHM00065459,"KOFORIDUA, GH",2021/3/7,0,85,,74
GHM00065459,"KOFORIDUA, GH",2021/3/8,,81,95,76
GHM00065459,"KOFORIDUA, GH",2021/3/9,,81,,
GHM00065459,"KOFORIDUA, GH",2021/3/10,,83,93,
GHM00065459,"KOFORIDUA, GH",2021/3/11,,81,,73
GHM00065459,"KOFORIDUA, GH",2021/3/12,,82,,
GHM00065459,"KOFORIDUA, GH",2021/3/13,0.12,80,92,74
GHM00065459,"KOFORIDUA, GH",2021/3/14,0,80,90,76
GHM00065459,"KOFORIDUA, GH",2021/3/15,,82,95,75
GHM00065459,"KOFORIDUA, GH",2021/3/16,,85,93,76
GHM00065459,"KOFORIDUA, GH",2021/3/17,0.04,78,92,
GHM00065459,"KOFORIDUA, GH",2021/3/18,1.38,80,,71
GHM00065459,"KOFORIDUA, GH",2021/3/19,0,81,90,72
GHM00065459,"KOFORIDUA, GH",2021/3/20,,83,92,72
GHM00065459,"KOFORIDUA, GH",2021/3/21,,83,,76
GHM00065459,"KOFORIDUA, GH",2021/3/22,,80,91,75
GHM00065459,"KOFORIDUA, GH",2021/3/23,,81,90,71
GHM00065459,"KOFORIDUA, GH",2021/3/24,1.97,77,89,70
GHM00065459,"KOFORIDUA, GH",2021/3/25,0.2,82,89,70
GHM00065459,"KOFORIDUA, GH",2021/3/26,0,82,95,72
GHM00065459,"KOFORIDUA, GH",2021/3/27,,81,,76
GHM00065459,"KOFORIDUA, GH",2021/4/2,,86,95,
GHM00065459,"KOFORIDUA, GH",2021/4/3,,85,94,78
GHM00065459,"KOFORIDUA, GH",2021/4/7,,87,95,
GHM00065459,"KOFORIDUA, GH",2021/4/8,,85,94,79
GHM00065459,"KOFORIDUA, GH",2021/4/9,,81,90,72
GHM00065459,"KOFORIDUA, GH",2021/4/10,0,80,,73
GHM00065459,"KOFORIDUA, GH",2021/4/11,,79,,74
GHM00065459,"KOFORIDUA, GH",2021/4/12,,86,90,
GHM00065459,"KOFORIDUA, GH",2021/4/14,,84,,76
GHM00065459,"KOFORIDUA, GH",2021/4/15,,85,95,76
GHM00065459,"KOFORIDUA, GH",2021/4/16,0.55,79,93,74
GHM00065459,"KOFORIDUA, GH",2021/4/17,0,82,93,
GHM00065459,"KOFORIDUA, GH",2021/4/18,0.51,80,92,73
GHM00065459,"KOFORIDUA, GH",2021/4/19,0,80,90,72
GHM00065459,"KOFORIDUA, GH",2021/4/20,,82,,75
GHM00065459,"KOFORIDUA, GH",2021/4/21,,80,94,74
GHM00065459,"KOFORIDUA, GH",2021/4/23,0,85,94,75
GHM00065459,"KOFORIDUA, GH",2021/4/24,,84,93,76
GHM00065459,"KOFORIDUA, GH",2021/4/25,1.42,79,,71
GHM00065459,"KOFORIDUA, GH",2021/4/26,0,81,96,76
GHM00065459,"KOFORIDUA, GH",2021/4/27,,85,87,
GHM00065459,"KOFORIDUA, GH",2021/4/28,,82,92,
GHM00065459,"KOFORIDUA, GH",2021/4/29,,82,88,75
GHM00065459,"KOFORIDUA, GH",2021/4/30,,85,,76
GHM00065459,"KOFORIDUA, GH",2021/5/1,,81,96,75
GHM00065459,"KOFORIDUA, GH",2021/5/2,,87,95,
GHM00065459,"KOFORIDUA, GH",2021/5/3,,84,92,
GHM00065459,"KOFORIDUA, GH",2021/5/4,0.08,82,92,74
GHM00065459,"KOFORIDUA, GH",2021/5/5,0,83,92,76
GHM00065459,"KOFORIDUA, GH",2021/5/6,,84,94,76
GHM00065459,"KOFORIDUA, GH",2021/5/7,,84,95,75
GHM00065459,"KOFORIDUA, GH",2021/5/8,,80,84,
GHM00065459,"KOFORIDUA, GH",2021/5/9,,80,91,71
GHM00065459,"KOFORIDUA, GH",2021/5/10,,84,93,73
GHM00065459,"KOFORIDUA, GH",2021/5/11,,78,,75
GHM00065459,"KOFORIDUA, GH",2021/5/12,,84,96,75
GHM00065459,"KOFORIDUA, GH",2021/5/13,,84,93,74
GHM00065459,"KOFORIDUA, GH",2021/5/14,,84,97,76
GHM00065459,"KOFORIDUA, GH",2021/5/15,,85,95,75
GHM00065459,"KOFORIDUA, GH",2021/5/16,,82,94,76
GHM00065459,"KOFORIDUA, GH",2021/5/17,,85,95,76
GHM00065459,"KOFORIDUA, GH",2021/5/18,,85,91,
GHM00065459,"KOFORIDUA, GH",2021/5/19,0.03,85,95,76
GHM00065459,"KOFORIDUA, GH",2021/5/20,0,87,,
GHM00065459,"KOFORIDUA, GH",2021/5/21,0.79,83,93,75
GHM00065459,"KOFORIDUA, GH",2021/5/22,0.01,81,,75
GHM00065459,"KOFORIDUA, GH",2021/5/23,0.01,81,93,71
GHM00065459,"KOFORIDUA, GH",2021/5/24,0,79,93,75
GHM00065459,"KOFORIDUA, GH",2021/5/25,,85,93,
GHM00065459,"KOFORIDUA, GH",2021/5/26,,85,94,76
GHM00065459,"KOFORIDUA, GH",2021/5/27,,85,93,
GHM00065459,"KOFORIDUA, GH",2021/5/28,,85,94,77
GHM00065459,"KOFORIDUA, GH",2021/5/29,,82,92,76
GHM00065459,"KOFORIDUA, GH",2021/5/30,,82,90,77
GHM00065459,"KOFORIDUA, GH",2021/5/31,,79,,76
GHM00065459,"KOFORIDUA, GH",2021/6/1,,83,92,74
GHM00065459,"KOFORIDUA, GH",2021/6/2,,86,92,
GHM00065459,"KOFORIDUA, GH",2021/6/3,,83,97,76
GHM00065459,"KOFORIDUA, GH",2021/6/4,,78,,
GHM00065459,"KOFORIDUA, GH",2021/6/5,,77,90,73
GHM00065459,"KOFORIDUA, GH",2021/6/6,,81,90,74
GHM00065459,"KOFORIDUA, GH",2021/6/7,,83,90,
GHM00065459,"KOFORIDUA, GH",2021/6/8,,80,92,72
GHM00065459,"KOFORIDUA, GH",2021/6/9,0.2,83,93,72
GHM00065459,"KOFORIDUA, GH",2021/6/10,0.35,77,,74
GHM00065459,"KOFORIDUA, GH",2021/6/11,0,79,92,74
GHM00065459,"KOFORIDUA, GH",2021/6/13,,85,92,
GHM00065459,"KOFORIDUA, GH",2021/6/14,,82,89,75
GHM00065459,"KOFORIDUA, GH",2021/6/15,,82,,
GHM00065459,"KOFORIDUA, GH",2021/6/16,0.02,79,,74
GHM00065459,"KOFORIDUA, GH",2021/6/17,0,81,92,71
GHM00065459,"KOFORIDUA, GH",2021/6/18,0,81,90,73
GHM00065459,"KOFORIDUA, GH",2021/6/19,,83,88,74
GHM00065459,"KOFORIDUA, GH",2021/6/20,,76,85,74
GHM00065459,"KOFORIDUA, GH",2021/6/21,0,79,89,73
GHM00065459,"KOFORIDUA, GH",2021/6/22,0.08,81,88,72
GHM00065459,"KOFORIDUA, GH",2021/6/30,,75,,72
GHM00065459,"KOFORIDUA, GH",2021/7/1,0.71,80,89,71
GHM00065459,"KOFORIDUA, GH",2021/7/2,0,82,90,
GHM00065459,"KOFORIDUA, GH",2021/7/3,0.16,80,88,73
GHM00065459,"KOFORIDUA, GH",2021/7/4,0.35,78,88,69
GHM00065459,"KOFORIDUA, GH",2021/7/5,0,78,,72
GHM00065459,"KOFORIDUA, GH",2021/7/6,,80,,74
GHM00065459,"KOFORIDUA, GH",2021/7/8,,81,88,
GHM00065459,"KOFORIDUA, GH",2021/7/9,0.04,80,83,74
GHM00065459,"KOFORIDUA, GH",2021/7/10,0.2,77,87,72
GHM00065459,"KOFORIDUA, GH",2021/7/12,,82,87,
GHM00065459,"KOFORIDUA, GH",2021/7/13,,80,,72
GHM00065459,"KOFORIDUA, GH",2021/7/14,,80,87,75
GHM00065459,"KOFORIDUA, GH",2021/7/15,,78,82,74
GHM00065459,"KOFORIDUA, GH",2021/7/16,,78,,74
GHM00065459,"KOFORIDUA, GH",2021/7/17,1.57,78,84,73
GHM00065459,"KOFORIDUA, GH",2021/7/18,0,77,87,73
GHM00065459,"KOFORIDUA, GH",2021/7/19,,79,83,73
GHM00065459,"KOFORIDUA, GH",2021/7/21,,79,,73
GHM00065459,"KOFORIDUA, GH",2021/7/22,,81,88,74
GHM00065459,"KOFORIDUA, GH",2021/7/23,,79,89,73
GHM00065459,"KOFORIDUA, GH",2021/7/24,,79,90,72
GHM00065459,"KOFORIDUA, GH",2021/7/25,,80,,72
GHM00065459,"KOFORIDUA, GH",2021/7/26,,79,86,72
GHM00065459,"KOFORIDUA, GH",2021/7/27,,75,,72
GHM00065459,"KOFORIDUA, GH",2021/7/29,,80,90,71
GHM00065459,"KOFORIDUA, GH",2021/7/31,0.79,78,86,73
GHM00065459,"KOFORIDUA, GH",2021/8/2,,81,89,73
GHM00065459,"KOFORIDUA, GH",2021/8/3,,81,88,74
GHM00065459,"KOFORIDUA, GH",2021/8/4,,78,84,
GHM00065459,"KOFORIDUA, GH",2021/8/5,1.02,79,,73
GHM00065459,"KOFORIDUA, GH",2021/8/6,0,81,86,
GHM00065459,"KOFORIDUA, GH",2021/8/7,,80,,73
GHM00065459,"KOFORIDUA, GH",2021/8/8,,78,85,72
GHM00065459,"KOFORIDUA, GH",2021/8/10,,81,88,73
GHM00065459,"KOFORIDUA, GH",2021/8/11,,82,89,
GHM00065459,"KOFORIDUA, GH",2021/8/13,,78,86,
GHM00065459,"KOFORIDUA, GH",2021/8/14,,79,85,72
GHM00065459,"KOFORIDUA, GH",2021/8/15,,79,88,71
