Date,Price,Open,High,Low,Vol.,Change %
1999/11/19,0.3595,0.3595,0.3595,0.3595,,10.17%
1999/11/18,0.3263,0.3263,0.3263,0.3263,,0.62%
1999/11/17,0.3243,0.3243,0.3243,0.3243,,1.28%
1999/11/16,0.3202,0.3202,0.3202,0.3202,,0.13%
1999/11/15,0.3198,0.3198,0.3198,0.3198,,-0.06%
1999/11/12,0.32,0.32,0.32,0.32,,0.60%
1999/11/11,0.3181,0.3181,0.3181,0.3181,,1.02%
1999/11/10,0.3149,0.3149,0.3149,0.3149,,1.88%
1999/11/9,0.3091,0.3091,0.3091,0.3091,,0.78%
1999/11/8,0.3067,0.3067,0.3067,0.3067,,0.46%
1999/11/5,0.3053,0.3053,0.3053,0.3053,,-10.21%
1999/11/4,0.34,0.34,0.34,0.34,,5.59%
1999/11/3,0.322,0.322,0.322,0.322,,8.05%
1999/11/2,0.298,0.298,0.298,0.298,,2.51%
1999/11/1,0.2907,0.2907,0.2907,0.2907,,-1.96%
1999/10/29,0.2965,0.2965,0.2965,0.2965,,5.89%
1999/10/28,0.28,0.28,0.28,0.28,,-1.27%
1999/10/27,0.2836,0.2836,0.2836,0.2836,,0.35%
1999/10/26,0.2826,0.2826,0.2826,0.2826,,0.18%
1999/10/25,0.2821,0.2821,0.2821,0.2821,,-4.37%
1999/10/22,0.295,0.295,0.295,0.295,,4.91%
1999/10/21,0.2812,0.2812,0.2812,0.2812,,-4.35%
1999/10/20,0.294,0.294,0.294,0.294,,0.00%
1999/10/19,0.294,0.294,0.294,0.294,,0.17%
1999/10/18,0.2935,0.2935,0.2935,0.2935,,5.16%
1999/10/15,0.2791,0.2791,0.2791,0.2791,,-0.21%
1999/10/14,0.2797,0.2797,0.2797,0.2797,,0.39%
1999/10/13,0.2786,0.2786,0.2786,0.2786,,0.65%
1999/10/12,0.2768,0.2768,0.2768,0.2768,,0.65%
1999/10/11,0.275,0.275,0.275,0.275,,0.33%
1999/10/8,0.2741,0.2741,0.2741,0.2741,,1.52%
1999/10/7,0.27,0.27,0.27,0.27,,-0.04%
1999/10/6,0.2701,0.2701,0.2701,0.2701,,7.61%
1999/10/5,0.251,0.251,0.251,0.251,,-6.59%
1999/10/4,0.2687,0.2687,0.2687,0.2687,,-5.39%
1999/10/1,0.284,0.284,0.284,0.284,,5.81%
1999/9/30,0.2684,0.2684,0.2684,0.2684,,-0.59%
1999/9/29,0.27,0.27,0.27,0.27,,1.89%
1999/9/28,0.265,0.265,0.265,0.265,,-0.53%
1999/9/27,0.2664,0.2664,0.2664,0.2664,,-5.67%
1999/9/24,0.2824,0.2824,0.2824,0.2824,,6.69%
1999/9/23,0.2647,0.2647,0.2647,0.2647,,-5.70%
1999/9/22,0.2807,0.2807,0.2807,0.2807,,0.07%
1999/9/21,0.2805,0.2805,0.2805,0.2805,,6.21%
1999/9/20,0.2641,0.2641,0.2641,0.2641,,-0.34%
1999/9/17,0.265,0.265,0.265,0.265,,-0.93%
1999/9/16,0.2675,0.2675,0.2675,0.2675,,-3.78%
1999/9/15,0.278,0.278,0.278,0.278,,5.58%
1999/9/14,0.2633,0.2633,0.2633,0.2633,,-4.95%
1999/9/13,0.277,0.277,0.277,0.277,,5.00%
1999/9/10,0.2638,0.2638,0.2638,0.2638,,0.11%
1999/9/9,0.2635,0.2635,0.2635,0.2635,,0.04%
1999/9/8,0.2634,0.2634,0.2634,0.2634,,0.08%
1999/9/7,0.2632,0.2632,0.2632,0.2632,,0.42%
1999/9/6,0.2621,0.2621,0.2621,0.2621,,0.31%
1999/9/3,0.2613,0.2613,0.2613,0.2613,,-0.61%
1999/9/2,0.2629,0.2629,0.2629,0.2629,,0.08%
1999/9/1,0.2627,0.2627,0.2627,0.2627,,0.08%
1999/8/31,0.2625,0.2625,0.2625,0.2625,,0.31%
1999/8/30,0.2617,0.2617,0.2617,0.2617,,1.59%
1999/8/27,0.2576,0.2576,0.2576,0.2576,,-1.45%
1999/8/26,0.2614,0.2614,0.2614,0.2614,,1.51%
1999/8/25,0.2575,0.2575,0.2575,0.2575,,-1.45%
1999/8/24,0.2613,0.2613,0.2613,0.2613,,-0.04%
1999/8/23,0.2614,0.2614,0.2614,0.2614,,-0.11%
1999/8/20,0.2617,0.2617,0.2617,0.2617,,1.91%
1999/8/19,0.2568,0.2568,0.2568,0.2568,,-1.34%
1999/8/18,0.2603,0.2603,0.2603,0.2603,,0.04%
1999/8/17,0.2602,0.2602,0.2602,0.2602,,-4.16%
1999/8/16,0.2715,0.2715,0.2715,0.2715,,4.50%
1999/8/13,0.2598,0.2598,0.2598,0.2598,,1.41%
1999/8/12,0.2562,0.2562,0.2562,0.2562,,5.09%
1999/8/11,0.2438,0.2438,0.2438,0.2438,,-6.09%
1999/8/10,0.2596,0.2596,0.2596,0.2596,,0.04%
1999/8/9,0.2595,0.2595,0.2595,0.2595,,-4.07%
1999/8/6,0.2705,0.2705,0.2705,0.2705,,0.00%
1999/8/5,0.2705,0.2705,0.2705,0.2705,,4.28%
1999/8/4,0.2594,0.2594,0.2594,0.2594,,0.04%
1999/8/3,0.2593,0.2593,0.2593,0.2593,,0.19%
1999/8/2,0.2588,0.2588,0.2588,0.2588,,0.47%
1999/7/30,0.2576,0.2576,0.2576,0.2576,,-0.92%
1999/7/29,0.26,0.26,0.26,0.26,,0.00%
1999/7/28,0.26,0.26,0.26,0.26,,1.96%
1999/7/27,0.255,0.255,0.255,0.255,,-0.97%
1999/7/26,0.2575,0.2575,0.2575,0.2575,,0.19%
1999/7/23,0.257,0.257,0.257,0.257,,-0.12%
1999/7/22,0.2573,0.2573,0.2573,0.2573,,1.10%
1999/7/21,0.2545,0.2545,0.2545,0.2545,,-0.97%
1999/7/20,0.257,0.257,0.257,0.257,,-0.39%
1999/7/19,0.258,0.258,0.258,0.258,,1.57%
1999/7/16,0.254,0.254,0.254,0.254,,0.32%
1999/7/15,0.2532,0.2532,0.2532,0.2532,,-0.90%
1999/7/14,0.2555,0.2555,0.2555,0.2555,,1.07%
1999/7/13,0.2528,0.2528,0.2528,0.2528,,-0.94%
1999/7/12,0.2552,0.2552,0.2552,0.2552,,0.31%
1999/7/9,0.2544,0.2544,0.2544,0.2544,,0.08%
1999/7/8,0.2542,0.2542,0.2542,0.2542,,0.08%
1999/7/7,0.254,0.254,0.254,0.254,,0.04%
1999/7/6,0.2539,0.2539,0.2539,0.2539,,0.16%
1999/7/5,0.2535,0.2535,0.2535,0.2535,,0.16%
1999/7/2,0.2531,0.2531,0.2531,0.2531,,0.08%
1999/7/1,0.2529,0.2529,0.2529,0.2529,,0.04%
1999/6/30,0.2528,0.2528,0.2528,0.2528,,0.88%
1999/6/29,0.2506,0.2506,0.2506,0.2506,,-0.83%
1999/6/28,0.2527,0.2527,0.2527,0.2527,,0.44%
1999/6/25,0.2516,0.2516,0.2516,0.2516,,-3.60%
1999/6/24,0.261,0.261,0.261,0.261,,3.78%
1999/6/23,0.2515,0.2515,0.2515,0.2515,,-3.45%
1999/6/22,0.2605,0.2605,0.2605,0.2605,,3.74%
1999/6/21,0.2511,0.2511,0.2511,0.2511,,0.00%
1999/6/18,0.2511,0.2511,0.2511,0.2511,,0.08%
1999/6/17,0.2509,0.2509,0.2509,0.2509,,-2.94%
1999/6/16,0.2585,0.2585,0.2585,0.2585,,8.52%
1999/6/15,0.2382,0.2382,0.2382,0.2382,,-0.04%
1999/6/14,0.2383,0.2383,0.2383,0.2383,,-7.81%
1999/6/11,0.2585,0.2585,0.2585,0.2585,,8.70%
1999/6/10,0.2378,0.2378,0.2378,0.2378,,0.00%
1999/6/9,0.2378,0.2378,0.2378,0.2378,,0.08%
1999/6/8,0.2376,0.2376,0.2376,0.2376,,-7.37%
1999/6/7,0.2565,0.2565,0.2565,0.2565,,0.20%
1999/6/4,0.256,0.256,0.256,0.256,,3.23%
1999/6/3,0.248,0.248,0.248,0.248,,5.22%
1999/6/2,0.2357,0.2357,0.2357,0.2357,,0.30%
1999/6/1,0.235,0.235,0.235,0.235,,-0.04%
1999/5/31,0.2351,0.2351,0.2351,0.2351,,0.09%
1999/5/28,0.2349,0.2349,0.2349,0.2349,,0.09%
1999/5/27,0.2347,0.2347,0.2347,0.2347,,0.38%
1999/5/26,0.2338,0.2338,0.2338,0.2338,,0.04%
1999/5/25,0.2337,0.2337,0.2337,0.2337,,-7.26%
1999/5/24,0.252,0.252,0.252,0.252,,0.20%
1999/5/21,0.2515,0.2515,0.2515,0.2515,,0.60%
1999/5/20,0.25,0.25,0.25,0.25,,2.04%
1999/5/19,0.245,0.245,0.245,0.245,,0.78%
1999/5/18,0.2431,0.2431,0.2431,0.2431,,0.00%
1999/5/17,0.2431,0.2431,0.2431,0.2431,,-0.04%
1999/5/14,0.2432,0.2432,0.2432,0.2432,,-3.68%
1999/5/13,0.2525,0.2525,0.2525,0.2525,,4.12%
1999/5/12,0.2425,0.2425,0.2425,0.2425,,0.00%
1999/5/11,0.2425,0.2425,0.2425,0.2425,,0.00%
1999/5/10,0.2425,0.2425,0.2425,0.2425,,-0.04%
1999/5/7,0.2426,0.2426,0.2426,0.2426,,1.08%
1999/5/6,0.24,0.24,0.24,0.24,,0.00%
1999/5/5,0.24,0.24,0.24,0.24,,-3.42%
1999/5/4,0.2485,0.2485,0.2485,0.2485,,2.47%
1999/5/3,0.2425,0.2425,0.2425,0.2425,,-2.22%
1999/4/30,0.248,0.248,0.248,0.248,,2.10%
1999/4/29,0.2429,0.2429,0.2429,0.2429,,-1.66%
1999/4/28,0.247,0.247,0.247,0.247,,1.90%
1999/4/27,0.2424,0.2424,0.2424,0.2424,,-1.46%
1999/4/26,0.246,0.246,0.246,0.246,,0.00%
1999/4/23,0.246,0.246,0.246,0.246,,0.20%
1999/4/22,0.2455,0.2455,0.2455,0.2455,,0.00%
1999/4/21,0.2455,0.2455,0.2455,0.2455,,1.61%
1999/4/20,0.2416,0.2416,0.2416,0.2416,,0.04%
1999/4/19,0.2415,0.2415,0.2415,0.2415,,0.12%
1999/4/16,0.2412,0.2412,0.2412,0.2412,,-1.15%
1999/4/15,0.244,0.244,0.244,0.244,,1.20%
1999/4/14,0.2411,0.2411,0.2411,0.2411,,-1.19%
1999/4/13,0.244,0.244,0.244,0.244,,1.29%
1999/4/12,0.2409,0.2409,0.2409,0.2409,,-0.86%
1999/4/9,0.243,0.243,0.243,0.243,,0.00%
1999/4/8,0.243,0.243,0.243,0.243,,0.41%
1999/4/7,0.242,0.242,0.242,0.242,,0.58%
1999/4/6,0.2406,0.2406,0.2406,0.2406,,0.00%
1999/4/5,0.2406,0.2406,0.2406,0.2406,,0.00%
1999/4/2,0.2406,0.2406,0.2406,0.2406,,0.00%
1999/4/1,0.2406,0.2406,0.2406,0.2406,,0.12%
1999/3/31,0.2403,0.2403,0.2403,0.2403,,0.00%
1999/3/30,0.2403,0.2403,0.2403,0.2403,,0.04%
1999/3/29,0.2402,0.2402,0.2402,0.2402,,0.00%
1999/3/26,0.2402,0.2402,0.2402,0.2402,,0.08%
1999/3/25,0.24,0.24,0.24,0.24,,-0.21%
1999/3/24,0.2405,0.2405,0.2405,0.2405,,0.63%
1999/3/23,0.239,0.239,0.239,0.239,,-0.21%
1999/3/22,0.2395,0.2395,0.2395,0.2395,,-0.21%
1999/3/19,0.24,0.24,0.24,0.24,,0.50%
1999/3/18,0.2388,0.2388,0.2388,0.2388,,0.04%
1999/3/17,0.2387,0.2387,0.2387,0.2387,,0.25%
1999/3/16,0.2381,0.2381,0.2381,0.2381,,0.21%
1999/3/15,0.2376,0.2376,0.2376,0.2376,,-0.17%
1999/3/12,0.238,0.238,0.238,0.238,,0.42%
1999/3/11,0.237,0.237,0.237,0.237,,0.00%
1999/3/10,0.237,0.237,0.237,0.237,,0.00%
1999/3/9,0.237,0.237,0.237,0.237,,-0.63%
1999/3/8,0.2385,0.2385,0.2385,0.2385,,0.00%
1999/3/5,0.2385,0.2385,0.2385,0.2385,,1.27%
1999/3/4,0.2355,0.2355,0.2355,0.2355,,-0.21%
1999/3/3,0.236,0.236,0.236,0.236,,0.00%
1999/3/2,0.236,0.236,0.236,0.236,,0.43%
1999/3/1,0.235,0.235,0.235,0.235,,0.00%
1999/2/26,0.235,0.235,0.235,0.235,,-0.42%
1999/2/25,0.236,0.236,0.236,0.236,,0.21%
1999/2/24,0.2355,0.2355,0.2355,0.2355,,0.00%
1999/2/23,0.2355,0.2355,0.2355,0.2355,,-1.05%
1999/2/22,0.238,0.238,0.238,0.238,,1.28%
1999/2/19,0.235,0.235,0.235,0.235,,-0.63%
1999/2/18,0.2365,0.2365,0.2365,0.2365,,0.64%
1999/2/17,0.235,0.235,0.235,0.235,,0.00%
1999/2/16,0.235,0.235,0.235,0.235,,0.43%
1999/2/15,0.234,0.234,0.234,0.234,,0.00%
1999/2/12,0.234,0.234,0.234,0.234,,-1.06%
1999/2/11,0.2365,0.2365,0.2365,0.2365,,0.00%
1999/2/10,0.2365,0.2365,0.2365,0.2365,,1.07%
1999/2/9,0.234,0.234,0.234,0.234,,-0.43%
1999/2/8,0.235,0.235,0.235,0.235,,0.43%
1999/2/5,0.234,0.234,0.234,0.234,,0.00%
1999/2/4,0.234,0.234,0.234,0.234,,0.00%
1999/2/3,0.234,0.234,0.234,0.234,,-0.51%
1999/2/2,0.2352,0.2352,0.2352,0.2352,,0.94%
1999/2/1,0.233,0.233,0.233,0.233,,-0.43%
1999/1/29,0.234,0.234,0.234,0.234,,-0.43%
1999/1/28,0.235,0.235,0.235,0.235,,0.43%
1999/1/27,0.234,0.234,0.234,0.234,,0.00%
1999/1/26,0.234,0.234,0.234,0.234,,0.00%
1999/1/25,0.234,0.234,0.234,0.234,,-0.64%
1999/1/22,0.2355,0.2355,0.2355,0.2355,,0.64%
1999/1/21,0.234,0.234,0.234,0.234,,-0.34%
1999/1/20,0.2348,0.2348,0.2348,0.2348,,0.34%
1999/1/19,0.234,0.234,0.234,0.234,,0.00%
1999/1/18,0.234,0.234,0.234,0.234,,0.00%
1999/1/15,0.234,0.234,0.234,0.234,,0.00%
1999/1/14,0.234,0.234,0.234,0.234,,0.00%
1999/1/13,0.234,0.234,0.234,0.234,,0.00%
1999/1/12,0.234,0.234,0.234,0.234,,0.00%
1999/1/11,0.234,0.234,0.234,0.234,,0.43%
1999/1/8,0.233,0.233,0.233,0.233,,0.00%
1999/1/7,0.233,0.233,0.233,0.233,,0.00%
1999/1/6,0.233,0.233,0.233,0.233,,0.00%
1999/1/5,0.233,0.233,0.233,0.233,,-0.21%
1999/1/4,0.2335,0.2335,0.2335,0.2335,,0.43%
1998/12/31,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/30,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/29,0.2325,0.2325,0.2325,0.2325,,-0.43%
1998/12/28,0.2335,0.2335,0.2335,0.2335,,0.43%
1998/12/25,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/24,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/23,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/22,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/21,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/18,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/17,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/16,0.2325,0.2325,0.2325,0.2325,,-1.06%
1998/12/15,0.235,0.235,0.235,0.235,,1.08%
1998/12/14,0.2325,0.2325,0.2325,0.2325,,0.00%
1998/12/11,0.2325,0.2325,0.2325,0.2325,,-0.43%
1998/12/10,0.2335,0.2335,0.2335,0.2335,,-0.21%
1998/12/9,0.234,0.234,0.234,0.234,,0.65%
1998/12/8,0.2325,0.2325,0.2325,0.2325,,-0.30%
1998/12/7,0.2332,0.2332,0.2332,0.2332,,0.09%
1998/12/4,0.233,0.233,0.233,0.233,,0.22%
1998/12/3,0.2325,0.2325,0.2325,0.2325,,0.22%
1998/12/2,0.232,0.232,0.232,0.232,,-0.22%
1998/12/1,0.2325,0.2325,0.2325,0.2325,,-0.21%
1998/11/30,0.233,0.233,0.233,0.233,,0.22%
1998/11/27,0.2325,0.2325,0.2325,0.2325,,0.22%
1998/11/26,0.232,0.232,0.232,0.232,,-0.43%
1998/11/25,0.233,0.233,0.233,0.233,,-0.09%
1998/11/24,0.2332,0.2332,0.2332,0.2332,,0.52%
1998/11/23,0.232,0.232,0.232,0.232,,0.00%
1998/11/20,0.232,0.232,0.232,0.232,,-0.43%
1998/11/19,0.233,0.233,0.233,0.233,,0.43%
1998/11/18,0.232,0.232,0.232,0.232,,0.00%
1998/11/17,0.232,0.232,0.232,0.232,,0.00%
1998/11/16,0.232,0.232,0.232,0.232,,0.00%
1998/11/13,0.232,0.232,0.232,0.232,,-0.22%
1998/11/12,0.2325,0.2325,0.2325,0.2325,,0.22%
1998/11/11,0.232,0.232,0.232,0.232,,0.43%
1998/11/10,0.231,0.231,0.231,0.231,,-0.43%
1998/11/9,0.232,0.232,0.232,0.232,,0.00%
1998/11/6,0.232,0.232,0.232,0.232,,0.00%
1998/11/5,0.232,0.232,0.232,0.232,,0.00%
1998/11/4,0.232,0.232,0.232,0.232,,0.22%
1998/11/3,0.2315,0.2315,0.2315,0.2315,,0.22%
1998/11/2,0.231,0.231,0.231,0.231,,-0.35%
1998/10/30,0.2318,0.2318,0.2318,0.2318,,0.35%
1998/10/29,0.231,0.231,0.231,0.231,,0.00%
1998/10/28,0.231,0.231,0.231,0.231,,-0.30%
1998/10/27,0.2317,0.2317,0.2317,0.2317,,0.09%
1998/10/26,0.2315,0.2315,0.2315,0.2315,,0.22%
1998/10/23,0.231,0.231,0.231,0.231,,0.00%
1998/10/22,0.231,0.231,0.231,0.231,,0.04%
1998/10/21,0.2309,0.2309,0.2309,0.2309,,-0.04%
1998/10/20,0.231,0.231,0.231,0.231,,0.00%
1998/10/19,0.231,0.231,0.231,0.231,,0.00%
1998/10/16,0.231,0.231,0.231,0.231,,0.00%
1998/10/15,0.231,0.231,0.231,0.231,,0.00%
1998/10/14,0.231,0.231,0.231,0.231,,0.00%
1998/10/13,0.231,0.231,0.231,0.231,,0.00%
1998/10/12,0.231,0.231,0.231,0.231,,0.00%
1998/10/9,0.231,0.231,0.231,0.231,,0.00%
1998/10/8,0.231,0.231,0.231,0.231,,0.00%
1998/10/7,0.231,0.231,0.231,0.231,,0.00%
1998/10/6,0.231,0.231,0.231,0.231,,0.65%
1998/10/5,0.2295,0.2295,0.2295,0.2295,,-0.65%
1998/10/2,0.231,0.231,0.231,0.231,,0.00%
1998/10/1,0.231,0.231,0.231,0.231,,0.00%
1998/9/30,0.231,0.231,0.231,0.231,,0.00%
1998/9/29,0.231,0.231,0.231,0.231,,0.00%
1998/9/28,0.231,0.231,0.231,0.231,,0.00%
1998/9/25,0.231,0.231,0.231,0.231,,0.00%
1998/9/24,0.231,0.231,0.231,0.231,,-1.28%
1998/9/23,0.234,0.234,0.234,0.234,,1.30%
1998/9/22,0.231,0.231,0.231,0.231,,0.00%
1998/9/21,0.231,0.231,0.231,0.231,,0.00%
1998/9/18,0.231,0.231,0.231,0.231,,0.00%
1998/9/17,0.231,0.231,0.231,0.231,,0.00%
1998/9/16,0.231,0.231,0.231,0.231,,0.00%
1998/9/15,0.231,0.231,0.231,0.231,,0.00%
1998/9/14,0.231,0.231,0.231,0.231,,-1.49%
1998/9/11,0.2345,0.2345,0.2345,0.2345,,1.52%
1998/9/10,0.231,0.231,0.231,0.231,,0.00%
1998/9/9,0.231,0.231,0.231,0.231,,0.00%
1998/9/8,0.231,0.231,0.231,0.231,,0.00%
1998/9/7,0.231,0.231,0.231,0.231,,0.00%
1998/9/4,0.231,0.231,0.231,0.231,,0.04%
1998/9/3,0.2309,0.2309,0.2309,0.2309,,-0.04%
1998/9/2,0.231,0.231,0.231,0.231,,0.00%
1998/9/1,0.231,0.231,0.231,0.231,,0.00%
1998/8/31,0.231,0.231,0.231,0.231,,0.00%
1998/8/28,0.231,0.231,0.231,0.231,,0.00%
1998/8/27,0.231,0.231,0.231,0.231,,0.00%
1998/8/26,0.231,0.231,0.231,0.231,,0.00%
1998/8/25,0.231,0.231,0.231,0.231,,0.00%
1998/8/24,0.231,0.231,0.231,0.231,,0.00%
1998/8/21,0.231,0.231,0.231,0.231,,0.00%
1998/8/20,0.231,0.231,0.231,0.231,,0.00%
1998/8/19,0.231,0.231,0.231,0.231,,0.00%
1998/8/18,0.231,0.231,0.231,0.231,,0.00%
1998/8/17,0.231,0.231,0.231,0.231,,0.00%
1998/8/14,0.231,0.231,0.231,0.231,,0.00%
1998/8/13,0.231,0.231,0.231,0.231,,0.00%
1998/8/12,0.231,0.231,0.231,0.231,,0.00%
1998/8/11,0.231,0.231,0.231,0.231,,0.09%
1998/8/10,0.2308,0.2308,0.2308,0.2308,,-0.09%
1998/8/7,0.231,0.231,0.231,0.231,,0.00%
1998/8/6,0.231,0.231,0.231,0.231,,0.00%
1998/8/5,0.231,0.231,0.231,0.231,,0.00%
1998/8/4,0.231,0.231,0.231,0.231,,0.00%
1998/8/3,0.231,0.231,0.231,0.231,,-0.43%
1998/7/31,0.232,0.232,0.232,0.232,,0.43%
1998/7/30,0.231,0.231,0.231,0.231,,0.00%
1998/7/29,0.231,0.231,0.231,0.231,,0.00%
1998/7/28,0.231,0.231,0.231,0.231,,-0.65%
1998/7/27,0.2325,0.2325,0.2325,0.2325,,0.43%
1998/7/24,0.2315,0.2315,0.2315,0.2315,,0.22%
1998/7/23,0.231,0.231,0.231,0.231,,0.00%
1998/7/22,0.231,0.231,0.231,0.231,,0.00%
1998/7/21,0.231,0.231,0.231,0.231,,0.00%
1998/7/20,0.231,0.231,0.231,0.231,,-0.43%
1998/7/17,0.232,0.232,0.232,0.232,,0.43%
1998/7/16,0.231,0.231,0.231,0.231,,0.00%
1998/7/15,0.231,0.231,0.231,0.231,,-0.35%
1998/7/14,0.2318,0.2318,0.2318,0.2318,,0.13%
1998/7/13,0.2315,0.2315,0.2315,0.2315,,0.22%
1998/7/10,0.231,0.231,0.231,0.231,,-0.22%
1998/7/9,0.2315,0.2315,0.2315,0.2315,,0.00%
1998/7/8,0.2315,0.2315,0.2315,0.2315,,-0.09%
1998/7/7,0.2317,0.2317,0.2317,0.2317,,0.00%
1998/7/6,0.2317,0.2317,0.2317,0.2317,,0.00%
1998/7/3,0.2317,0.2317,0.2317,0.2317,,0.09%
1998/7/2,0.2315,0.2315,0.2315,0.2315,,-0.09%
1998/7/1,0.2317,0.2317,0.2317,0.2317,,0.00%
1998/6/30,0.2317,0.2317,0.2317,0.2317,,0.30%
1998/6/29,0.231,0.231,0.231,0.231,,0.00%
1998/6/26,0.231,0.231,0.231,0.231,,0.00%
1998/6/25,0.231,0.231,0.231,0.231,,0.00%
1998/6/24,0.231,0.231,0.231,0.231,,-0.43%
1998/6/23,0.232,0.232,0.232,0.232,,0.87%
1998/6/22,0.23,0.23,0.23,0.23,,-0.22%
1998/6/19,0.2305,0.2305,0.2305,0.2305,,0.00%
1998/6/18,0.2305,0.2305,0.2305,0.2305,,0.00%
1998/6/17,0.2305,0.2305,0.2305,0.2305,,0.00%
1998/6/16,0.2305,0.2305,0.2305,0.2305,,0.22%
1998/6/15,0.23,0.23,0.23,0.23,,0.00%
1998/6/12,0.23,0.23,0.23,0.23,,0.00%
1998/6/11,0.23,0.23,0.23,0.23,,-0.43%
1998/6/10,0.231,0.231,0.231,0.231,,0.43%
1998/6/9,0.23,0.23,0.23,0.23,,0.00%
1998/6/8,0.23,0.23,0.23,0.23,,0.00%
1998/6/5,0.23,0.23,0.23,0.23,,-0.73%
1998/6/4,0.2317,0.2317,0.2317,0.2317,,0.30%
1998/6/3,0.231,0.231,0.231,0.231,,-0.22%
1998/6/2,0.2315,0.2315,0.2315,0.2315,,0.65%
1998/6/1,0.23,0.23,0.23,0.23,,-0.65%
1998/5/29,0.2315,0.2315,0.2315,0.2315,,0.22%
1998/5/28,0.231,0.231,0.231,0.231,,0.22%
1998/5/27,0.2305,0.2305,0.2305,0.2305,,0.66%
1998/5/26,0.229,0.229,0.229,0.229,,0.00%
1998/5/25,0.229,0.229,0.229,0.229,,0.00%
1998/5/22,0.229,0.229,0.229,0.229,,-0.65%
1998/5/21,0.2305,0.2305,0.2305,0.2305,,0.00%
1998/5/20,0.2305,0.2305,0.2305,0.2305,,0.22%
1998/5/19,0.23,0.23,0.23,0.23,,0.44%
1998/5/18,0.229,0.229,0.229,0.229,,-0.22%
1998/5/15,0.2295,0.2295,0.2295,0.2295,,-0.65%
1998/5/14,0.231,0.231,0.231,0.231,,0.43%
1998/5/13,0.23,0.23,0.23,0.23,,0.22%
1998/5/12,0.2295,0.2295,0.2295,0.2295,,0.00%
1998/5/11,0.2295,0.2295,0.2295,0.2295,,-0.65%
1998/5/8,0.231,0.231,0.231,0.231,,-0.22%
1998/5/7,0.2315,0.2315,0.2315,0.2315,,0.30%
1998/5/6,0.2308,0.2308,0.2308,0.2308,,-0.09%
1998/5/5,0.231,0.231,0.231,0.231,,0.22%
1998/5/4,0.2305,0.2305,0.2305,0.2305,,0.00%
1998/5/1,0.2305,0.2305,0.2305,0.2305,,0.00%
1998/4/30,0.2305,0.2305,0.2305,0.2305,,0.66%
1998/4/29,0.229,0.229,0.229,0.229,,-0.43%
1998/4/28,0.23,0.23,0.23,0.23,,0.22%
1998/4/27,0.2295,0.2295,0.2295,0.2295,,0.00%
1998/4/24,0.2295,0.2295,0.2295,0.2295,,0.00%
1998/4/23,0.2295,0.2295,0.2295,0.2295,,0.00%
1998/4/22,0.2295,0.2295,0.2295,0.2295,,1.55%
1998/4/21,0.226,0.226,0.226,0.226,,-2.04%
1998/4/20,0.2307,0.2307,0.2307,0.2307,,0.52%
1998/4/17,0.2295,0.2295,0.2295,0.2295,,0.00%
1998/4/16,0.2295,0.2295,0.2295,0.2295,,-0.65%
1998/4/15,0.231,0.231,0.231,0.231,,0.87%
1998/4/14,0.229,0.229,0.229,0.229,,0.22%
1998/4/13,0.2285,0.2285,0.2285,0.2285,,0.00%
1998/4/10,0.2285,0.2285,0.2285,0.2285,,-0.44%
1998/4/9,0.2295,0.2295,0.2295,0.2295,,0.00%
1998/4/8,0.2295,0.2295,0.2295,0.2295,,0.22%
1998/4/7,0.229,0.229,0.229,0.229,,0.44%
1998/4/6,0.228,0.228,0.228,0.228,,-0.65%
1998/4/3,0.2295,0.2295,0.2295,0.2295,,0.44%
1998/4/2,0.2285,0.2285,0.2285,0.2285,,-0.44%
1998/4/1,0.2295,0.2295,0.2295,0.2295,,-0.22%
1998/3/31,0.23,0.23,0.23,0.23,,0.22%
1998/3/30,0.2295,0.2295,0.2295,0.2295,,-0.13%
1998/3/27,0.2298,0.2298,0.2298,0.2298,,0.79%
1998/3/26,0.228,0.228,0.228,0.228,,-0.65%
1998/3/25,0.2295,0.2295,0.2295,0.2295,,0.00%
1998/3/24,0.2295,0.2295,0.2295,0.2295,,0.44%
1998/3/23,0.2285,0.2285,0.2285,0.2285,,-0.22%
1998/3/20,0.229,0.229,0.229,0.229,,-0.09%
1998/3/19,0.2292,0.2292,0.2292,0.2292,,0.53%
1998/3/18,0.228,0.228,0.228,0.228,,-0.52%
1998/3/17,0.2292,0.2292,0.2292,0.2292,,0.53%
1998/3/16,0.228,0.228,0.228,0.228,,-0.44%
1998/3/13,0.229,0.229,0.229,0.229,,0.22%
1998/3/12,0.2285,0.2285,0.2285,0.2285,,-0.35%
1998/3/11,0.2293,0.2293,0.2293,0.2293,,0.13%
1998/3/10,0.229,0.229,0.229,0.229,,-0.09%
1998/3/9,0.2292,0.2292,0.2292,0.2292,,0.09%
1998/3/6,0.229,0.229,0.229,0.229,,0.00%
